1    Yarayellam FDFS ppga ippove ready agitinga
2	 Maranam mass uh maranam... Athuku avar tha poranthu varanum..
1	 Full length mass entertainer movie  pakka mass hit
1	 Wow Vikram spoke Malay word “You kena tunggu lebih lama lagi,until tahu saya”. Wowww
4	 Bigil trailer ku wait pandravanga hit like podunga
3	 Sivakarthikeyan endha movie la umaii pola oru scene kuda vai therandhu peasala
0	 Style ka baap NAMMA RANJNI SIR
1	 Vishvasam padam edutha vishvasam Enna nu theriyadha  Rendu perukum vishvasam ma irukanum na sombuthanda adikkanum
1	 Look like a arjun suravaram and krish
4	 Kaali 10 thythi Gali 🤣🤣🤣 visvasam always rocks 🤙
4	 abhi se advance  booking  suru ho jaye kon kon chata hai
1	 Bgm Vera leval how many likes
1	 Thalaaaaaaa na virgin tha thala  owesom thala I'm eagerly awaiting for ur face in BIG screen  thalaaaaaaaaaa
1	 Awesome movie ...  From Kannadiga
2	 Dai unmaiyanumea marana kattu katuvega pola
1	 Thala lawyer aa pakka marana waiting
4	 Kaithi trailere ipdi na apo vj64 sollava venum
1	 I hate abirami en thala kuda nadichadhala unna thittama viduran
1	 Thalaoruthar mela neenga katura viswasathukaga innoruthara yen asinga paduthuringawaiting
1	 Viswasam record ah Nerkonda paarvai break pannum
2	 Diwali ku weight Ana Sambavam Irrukuu
1	 Final touch super thala.athu pudichavang like pannunga.
1	 kola kandula iruke manavane kolama vdamateThalaivar style
1	 Sivakarthikeyan and arjun fans hit like
1	 Missed shruti hassan's kadam kondam song.....
3	 Orutharu mela neenga vishvasatha kamikaruthukaga innoruthara yen asingapadithuringa ( 50k ) dislike
1	 Sirappana tharamaana sambavangala inime dhan paaka pora not only dhanush including vetrimarran...!
1	 Sweet kadaiye sapta maari iruku thalaivaa
2	 Dai ithu paka Telugu pada trailer dubbing pana Mari iruku da
4	 381 k likes... Cmon guys we can do more !!!!!
1	 Marana mass maranu athu gu super star tha vare nu
2	 Ioooo thalaiva 15 thadava pathutta sammaiya erukku.... waiting thalaiva....
1	 1:35  Goosebumps  #Thala
1	 entha ,gethu  mass   yarukuda ,varum   thalaivar ku ,mattum athu  sothu மாஸ் காட்டுறதுல கெத்து, DD boys  CH 6
1	 That last sequence thalaivar in black shirt... Just wowwww.... Tharamana sambavam pongal anaiku iruku... Maranama waiting... PETTA PARAK
1	 Continuousa 5times mela paarthavanga just hit the ....
1	 50 time ku mela pathavah like pnunga
1	 Mugamudi 2 mari ilama iruntha seri
1	 Sethupathikku aduthu sema action block irukku
1	 Chiyan vikram sir always MASS hero I m waiting kadaram kondan  movie
1	 THALA with Yuvan Shankar raja marana masss bgm therikkuthu...... .
4	 Portrait mode vekkama irundhurukalam  2:18
1	 Rangaraj Pandey: kelviki Enna badil .... Ajith : therikavidalamaaaaa!
1	 60k dislike like pannatti parava illa da aenda dislike pantringa this movie awesome
1	 Thalaa .... Wait   law
3	 2019 la na patha 1st video...
1	 Padam vetri pere valtukal from dhanus sir,vetrimaran sir n gvp sir FANS in MALAYSIA
1	 Thalaiva va thalaiva va thalaiva i am waiting
2	 First mobile akshay pudinganathe shivakumar sir oda phone dhaan.. Adha edit pannitaanga.. Anti mobilians
0	 Rajni sir ka Dubbing Artist Change kar diya maja nahi Aayega picture me  Best Matching Vice Mayur Vyas
1	 Sk fan la like panunga bro
1	 Trending  India no 1 Sri Lanka no 1 Singapore no 1 Malaysia no 2
1	 Sekkiram release pannukappa nallapadam parthu nalachi.
4	 Namma tamil cinema vooda getha kattanum
1	 All best  rajani super star
1	 Teaser Vida trailer nalla irukunu solura vanga like panunga
2	 Unna adikka oruthan porundhu varanum... adhukku nee thaan porundhu varanum...
2	 asuran marana Mass =kaithi tharamanna mass
4	 2.0 3D visual 4D audio Shankar Superstar A.R Rahman Akshay Kumar
3	 2.29 background laa vara song yenna song
1	 Neraya neraya neraya sambhavam seirom thala
1	 Thalaivar dharisanam   Pakkka mass 🤘🤘
1	 Views check panna vantha vanga like pannunga  #NKP   #Thala fans
1	 Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa
1	 Sema mass.  Super star looks so young..
1	 Naa ippa soldre padam sema hit aagu , Kurichu vachukonga
1	 Padam parthutu trailer parka vanthavanga like podunga
3	 Karthi anna fan from Hyderabad 🥰
1	 Yoww veri yerudhuya.. marana mass panni vachirka..
4	 Mass dialogues panjame ille Thalaiver vere level energy
1	 vera level thalaiva ne engayo poita
1	 No.1 movie  2018: vada Chennai  2019:asuran
1	 Thala fans oru million like Pannunga
1	 Thalaiva ........sikrama vadachennai2 pamnu thalaiva......waitinglae veriathu..........
3	 Ji , Aegan , Asal , Paramasivan , Veeram , vedhalam , vivegam , indha varisaiyil Nkp
4	 Tamil nadu karanukku kasu  illa lyca srilankan adutha padam
1	 Namma padippa mattum namma kita irunthu edukavae mudiyathu sema dialogue
1	 Va thala va ungalukku dhn wait pantrom
